sentence,source,target,relation
"--Ginevra's mouth was opened at last.--""After that,"" she went on, ""Angus, that bad man, shot him like a wild beast, when he was quietly herding Robert Grant's sheep.",when,,"['opened', 'at', 'last.--""After']"
 A red machine is shown on the ground.,red,,"['shown', 'on']"
"The sun got round behind the wood, and it was quite late in the afternoon; but still the cat sat upon the basket.",still,,['got']
 A man stands next to him and writes something on a paper.,man,next,['stands']
"But as she drank her coffee she reflected that Ryabovsky had robbed her of her husband, and that now she was left with neither her husband nor Ryabovsky; then she remembered talks she had heard among her acquaintances of a picture Ryabovsky was preparing for the exhibition, something striking, a mixture of genre and landscape, in the style of Polyenov, about which every one who had been into his studio went into raptures; and this, of course, she mused, he had created under her influence, and altogether, thanks",he,influence,['remembered']
"Some hens that had been scratching about in sand of the drive, scampered off cackling with fright.",that,fright,['scampered']
So I has breakfast and goes out front with the mornin' papers.,So,,['has']
 The girls continue to put the fruit into a blender while taking bites on the side and pushing down further into the blender.,girls,further,['continue']
"""Throw the cover over the binnacle,"" said Lingard in his duty voice.",Lingard,duty,['said']
 We see a man run and do a long jump on different tracks repeatedly with his name on a sign occasionally.,man,repeatedly,['see']
"He was grey and he was woolly, and his pride was inordinate: he danced on a rock-ledge in the middle of Australia, and he went to the Middle God Nquing.",rock,he,"['was', 'grey']"
"If there's any current we'll be closing with some islands before daylight.""",we,daylight,"['closing', 'with']"
A child plays tennis in a court returning balls while a boy stands next to her.,boy,next,['plays']
"He was being driven, by impulses that he understood only too well, into the noisiest life that he could manage to find about him.",noisiest,,['driven']
"All at once a red flash sped through the air,--something straight and rapid as the flight of a fiery bird.",red,,"['sped', 'through']"
"She got her cattle home, turned them into the corral, and went into the house, into her room behind the kitchen, and shut the door.",She,home,['got']
"On this moonlight night, there were gathered by themselves these three personages, consisting of Tim O'Rooney, Elwood Brandon and Howard Lawrence.",,three,"['gathered', 'by']"
A picture of a coffee cup is shown as well as a spoon to relaxing music.,picture,well,['shown']
 The man grabs a third empty glass and moves it to the opposite side of the counter.,man,opposite,['grabs']
 We see people riding rafts down a river.,people,river,['see']
 She's seen again coming to the surface in the pool and swimming over to the edge.,She,over,['seen']
"She breathed a sigh of relief when it was over, and after a walk, during which neither ventured a word, she parted from Wentworth at the gate and rushed to her room.",over,,['breathed']
"Now, before his eyes, fishes are whisking about.",Now,,"['whisking', 'about']"
" The video is very unsteady, but the woman continues to shave her friends leg.",very,,['is']
"Geoffrey noticed that she barely touched his fingers when he rose to shake hands with her, and that she studiously avoided his glance.",she,studiously,['noticed']
" As a timer counts, a boy is trying to solve a rubik's cube.",timer,boy,['trying']
"As he passed the City-Hall Park, Dick Rafferty espied him.",Dick,Rafferty,['espied']
The camera zoom in on the man.,camera,man,['zoom']
"He twisted the second toward first base, and it, too, rolled foul.",first,,['twisted']
"And she practiced French with the maid, after this fashion:  ""Draps de toile,"" said the smiling maid, putting the linen sheets on the bed.",smiling,de,['said']
"She was almost always happy, but her strength at times would suddenly desert her.",always,,['was']
A couple is seen performing a tango routine with one another in a small room.,couple,small,['seen']
"The July storms came, and the forest floor that had been so sear and brown and dry and dusty changed as if by magic.",that,so,['came']
Two men are talking in a music studio while men are is playing the drums sitting in a music studio.,music,men,"['talking', 'in']"
 She finishes by tying up her shoe laces and laughing to herself and the person filming her.,shoe,person,"['finishes', 'by']"
It was He who guided the fingers of those who signed this cession to the United States of America!,who,United,['was']
a list of ingredients is shown and the items are in a white table.,items,white,['shown']
"""Tell them to go to Dr. Foster.""",,Dr.,['Tell']
 Sugar is being put on top of the vegetables in the pots.,Sugar,pots,"['put', 'on']"
A cheer-leading team begins to hold up posters as their mascot runs behind them.,mascot,them,['begins']
"Ira Beasley glanced at the pale face of the acrobat, and shook his head.",Ira,Beasley,"['glanced', 'at']"
 Softened butter is placed in a mixing bowl.,Softened,,"['placed', 'in']"
"Like many another misprized soul, he had often yearned to dive haughtily into the void, and abandon there the secrets of his own life.",misprized,,['yearned']
"The fall of the electric globe has turned all the iron on board into loadstones--the instruments, the tools, the arms are clanging together with awful and horrible noise; the nails of my heavy boots adhere closely to the plate of iron incrustated in the wood.",awful,,['adhere']
It was six o'clock before he drove into the yard.,six,,['was']
If he could but tear himself away--it was all so foolish!,away,,['was']
A mans hair is seen close up followed by a razor being used on the sides.,mans,,['seen']
" He speaks some more and shows his harmonica again as the video goes to an end title screen that reads Howcast original"".",end,title,['speaks']
 There are also several buildings.,,,['are']
"Jonas and ten others, alone, were gathered there.",Jonas,,['gathered']
"'If I was to let myself out in 'ere, I should go too far.",I,ere,['go']
"On nearing the river, Morris rode by way of the herd to ask the deputies in charge to turn the cattle up the river towards his camp.",Morris,camp,"['rode', 'by']"
"""That's a net for catching quails.""",That,catching,"[""'s""]"
"But I'll die first,"" she said, and then turned and fled.",first,,['die']
"""The hordes of Manatos pour through The Gate of Enemies.",hordes,Enemies,"['pour', 'through']"
Next comes the brown paint as she begins putting various strokes on it to finish it.,she,various,['comes']
"A blonde haired man plays a bagpipe in a small, beige walled room, in front of a window as a camera pans in close and pans out on the man during the performance.",haired,,['plays']
"But the giant caught up his club of pine-tree in his left hand, the severed right arm still clinging to it.",right,pine,['caught']
"Some white blossoms, lilies and azaleas, were strewn on the table, the mantelpiece, and one armchair.",white,,"['strewn', 'on']"
But I'm not going to have my breakfast there to-morrow morning.,I,there,['going']
"The terrain changed from the green, fertile, Nile Valley to the bleak Sahara as though cut by a giant knife.",terrain,giant,"['changed', 'from']"
 The  drummers are performing as they walk.,they,,['performing']
"I've rescued locked-in typewriter girls from fire escapes, and lied the boss out of a family row; but I never tried my hand at kidnappin' enough meat for a dinner party.",locked,family,['rescued']
