text,SRC,REL,TGT
ethnicity in fiction have a special relationship with horses because it was a way of life,ethnicity,in,fiction
the beautiful plum tree blooming in spring with the rainy day,tree,blooming,spring
close up butterflies are eating minerals from the soil,butterflies,close,minerals
silhouette of rocks against a twilight deep blue cloudy sky,silhouette,of,rocks
property for sale via an estate agent,property,for,sale
a man is pulling  a bunch of luggage,man,pulling,bunch
the main structure of the temple is built atop a high platform in middle of a paved courtyard .,structure,of,temple
statistics show that is the day that most cars get stolen through a year .,statistics,show,year
a standard poodle receives a guest from his perch on a sofa in a living room,poodle,receives,guest
recurring competition has been the oldest active trophy in international sport and is awarded to the winner,competition,recurring,sport
classical portraits in oils prior to being hung at an exhibition,portraits,in,oils
pretty young girl taking coffee with a computer,girl,taking,coffee
square meters property with an ample master bedroom with access to the terrace and private pool .,property,with,bedroom
kid smells a small flower .,kid,smells,flower
wall mounted electric fireplace in the dining room,wall,mounted,fireplace
an iridescent black and green bee collecting pollen on a purple wild flower in the park,bee,collecting,pollen
Tall building with clock and spire behind white bricked building.,building,with,clock
students from schools gather to participate,students,from,schools
this logo gives a feeling of reality .,logo,gives,feeling
food in type of dish,food,in,type
a dam with water flowing down its gates .,dam,with,water
woman lying in a field of wheat,woman,lying,field
featured image for tiny chandelier inside a lamp,image,featured,chandelier
Light shines into a bathroom with toilet and shower.,Light,shines,bathroom
An older model blue bus with men loading items on top.,bus,with,items
an image of a television screen that is on the wall,image,of,screen
Some sheep are underneath a tree near some farming equipment.,sheep,underneath,tree
architect picked to design a soaring new observation tower for a city,architect,picked,tower
"2 giraffes in a grassy enclosure, one sitting, one standing.",giraffes,in,enclosure
keyboard is now detached from the laptop and can be placed to the side .,keyboard,detached,laptop
sheep grazing on a farm,sheep,grazing,farm
an iridescent black and green bee collecting pollen on a purple wild flower in the park,bee,collecting,pollen
"The elements of a pizza come together, as a person adds sauce, then cheese, to a crust.",elements,of,pizza
soldier provides security during a patrol,soldier,provides,security
umbrella hung in the wind,umbrella,hung,wind
kids and mums having loads of fun while the dad goes inside to enquire,kids,having,loads
an aircraft moves into position to receive fuel from cargo aircraft during a mission over country .,aircraft,moves,position
industry comes in sizes and features cute owls in colors of ivory and orange .,industry,comes,sizes
A full pizza that has cheese and tomatoes as toppings.,pizza,has,cheese
woman relaxing on a hammock in garden,woman,relaxing,hammock
Sheep grazing in a green field with trees. ,Sheep,grazing,field
neighborhood is a majestic building that counts as the oldest structure .,neighborhood,counts,structure
an unique way to add art to a wall without it being a framed piece,way,add,art
a waffle on a black plate with strawberries,waffle,on,plate
An adult sheep nursing a kid inside of a barn.,sheep,nursing,kid
footballer comes on for soccer player during the match .,footballer,comes,player
loyal players huddle around an assistant coach in preparation,players,huddle,coach
a coconut has washed ashore on a remote beach .,coconut,washed,beach
road that leads to mountains on shore .,road,leads,mountains
statue of an angel with flowers to decorate the grave,statue,of,angel
sky with clouds and wood in the countryside,sky,with,clouds
Pink flowers stick out from a white pot on a railing.,flowers,stick,pot
rabbits sitting in a cage,rabbits,sitting,cage
passenger looking out to sea from the deck of the cruise ship,passenger,looking,sea
here is the dress and jewelry featured on the ad .,dress,featured,ad
viruses viruses do not share many of the characteristics of living organisms .,viruses,share,characteristics
wallpaper probably containing a business suit and a well dressed person called rhythm and blues artist as person,wallpaper,containing,suit
Red handled scissors with red tissue and ribbon,Red,handled,scissors
fresh strawberries in baskets on a market,strawberries,in,baskets
a city is a town and hill station located in the district of the southwestern state,city,located,district
the queues built up before the show as fans lined up outside the venue awaiting a special night,queues,built,show
a group of sheeps grazing on grass .,group,of,grazing
dahlia flower growing in the garden,flower,growing,garden
politicians hug youth following a meeting with them,politicians,hug,youth
the crew of ship leaves their ship for the last time .,crew,of,ship
below are the main sayings that they wanted to incorporate with the character for a poster and shirt,sayings,wanted,character
another good idea for a guest room in our home .,idea,for,room
Some construction workers are repairing a boat.,workers,repairing,boat
a classic photo of bride being escorted down the aisle by her mother and father .,photo,of,bride
the large crane is used to load and unload containers from ships,crane,used,containers
group of scientists reading scientific research in the laboratory,group,of,scientists
baroque structure designed in the high baroque style by architect,structure,designed,style
boats moored to a pier,boats,moored,pier
tips to save on your car in the winter,tips,save,car
port with a cruise ship in front,port,with,ship
clouds as a storm begins clearing following a rainy morning,clouds,following,morning
striped chair in a coastal living room,chair,striped,room
"A light is shone over a group of miscellaneous items, including a pair of scissors and some tape.",light,shone,group
operating system wins social housing development of the year award,system,wins,development
colorful chinese clothes hanging in a stall of a street market,clothes,hanging,stall
sidewalk cafe in a town,cafe,in,town
help and a sad face written in the condensation of a window,help,written,condensation
colorful balloons flying over the mountain in sunrise time,balloons,flying,mountain
