sentence,source,target,relation
It is planned that the organs will return to the hall three years later.,organs,hall,['planned']
People getting food at a walk up restaurant window.,People,walk,['getting']
Nortel has since changed the architecture to use Intel processors.,Nortel,since,['changed']
His stablemaster Onoe Oyakata commented All wrestlers have their unique personalities.,wrestlers,unique,['commented']
The history of our westwardfaring race is written in it.,history,westwardfaring,"['written', 'in']"
She guest starred in multiple episodes of  as a psychic named Starr.,She,psychic,['guest']
I loved his stuff.,I,stuff,['loved']
He then worked at Stanford University.,He,then,"['worked', 'at']"
There are Eastern District federal courtrooms in Philadelphia Allentown Reading and Easton.,,federal,['are']
She can jolly well sing for her supper.,She,well,"['sing', 'for']"
Man in a brown shirt cooking meat cooking meat on a small grill.,,small,"['Man', 'in']"
Not a suggestion of split trousers from start to finish.,,split,"['suggestion', 'of', 'split']"
She has appeared in four movies.,She,four,"['appeared', 'in']"
Young women pick strawberries in a field.,Young,,['pick']
An old ox makes a straight furrow.,old,,['makes']
A group of people sitting on a couch sipping drinks.,,couch,"['group', 'of']"
A beautiful Mithila Womens Art Center is also a major tourist attraction.,beautiful,Womens,['is']
I believe that this is not explained in the text.,this,text,['believe']
It made me dizzy.,me,,['made']
Dont go to bed on a full stomach while a neighbour goes hungry.,full,,"['go', 'to']"
He leaves peacefully.,He,,['leaves']
Modern trivets are made from metal wood ceramic fabric silicone or cork.,Modern,,"['made', 'from']"
The appendages of the large red damselfly can be seen in the gallery below.,appendages,red,"['seen', 'in']"
Yes you must not neglect that clue he said.,he,clue,['neglect']
Woodson High School in Northern Virginia.,,Northern,"['School', 'in']"
But Im done.,I,,['done']
Are you going to believe every lie he tells you.,he,you,['going']
The deputys party continued on to the magistrates house.,deputys,party,['continued']
Front was brought up in Reform Judaism.,Front,Reform,['brought']
The name in Afrikaans means Immeasurably deep hole.,name,deep,['means']
She was the coeditor for her school newspaper.,She,school,['was']
Weve run out of petrol and diesel.,We,petrol,"['run', 'out']"
3 people are working in a park doing various tasks using wheelbarrows and a rake.,3,,"['working', 'in']"
He was born with a lame arm.,He,lame,"['born', 'with']"
A brown shorthaired dog runs through high grass.,shorthaired,,"['runs', 'through', 'high']"
This led to her offering to resign.,This,offering,"['led', 'to']"
A person with a camera is taking a photo of two children on the stairway.,person,two,['taking']
His reply was in the negative saying nothing but the papacy would do him.,saying,,"['was', 'in']"
I made him business proposals.,him,,['made']
Since then the fair has continually been held in Indianapolis.,fair,continually,"['held', 'in']"
He ruled personally usually assisted by his Council the Curia Regis.,He,usually,['ruled']
It seemed like an innocuous decision but didnt go as planned.,It,innocuous,"['seemed', 'like']"
Wine is not an emulator.,Wine,,['is']
The students are supervised by fulltime Residential Mentors.,students,fulltime,"['supervised', 'by', 'fulltime']"
All titles written by Lou Reed except as noted.,,Lou,['titles']
Timbuktu.,,,['Timbuktu']
Masterwort is used as a flavouring for various liqueurs and bitters.,Masterwort,various,"['used', 'as']"
Christina recommended the fish.,Christina,fish,['recommended']
However its effectiveness is doubted.,However,,['doubted']
Cowdery was a third cousin of Lucy Mack Smith Joseph Smiths mother.,Cowdery,third,['was']
It is bordered to the southeast by the town of Elizabeth.,It,Elizabeth,"['bordered', 'to']"
Rodeo riding cowboy trying to keep on a bucking bull in an arena surrounded by rodeo clowns.,Rodeo,bucking,['trying']
Other applications include combined heat and power for industrial and independent power producers.,Other,,['include']
No one paid any attention to the two travelers.,one,two,['paid']
This distribution of scale notes between sides facilitates rapid melodic play.,distribution,melodic,"['facilitates', 'rapid']"
The band changing personnel many times continues to perform around the world.,band,times,['continues']
The boy was surprised at his thoughts.,boy,thoughts,"['was', 'surprised']"
Theyre not coming are they.,they,,['coming']
Nuclear power will soon be replaced by solar power.,Nuclear,,"['replaced', 'by', 'solar']"
The invaders carried the name everywhere The beautiful girl spoke of the invaders with pride.,beautiful,,['carried']
With the growth of the village it became necessary to establish a post office.,it,post,"['became', 'necessary']"
The project is expected to be completed five years from its commencement.,project,years,['expected']
The Whiteman family established Mussel Pool as a picnic area for their employees.,Whiteman,family,['established']
Every country is a sovereign country.,country,,['is']
It is located in Älvsbyn Municipality.,It,Älvsbyn,"['located', 'in']"
In the novella the Palestinians die in silence.,Palestinians,silence,['In']
A little boy wearing an outfit from a different culture is sitting and looking to his left.,little,,['sitting']
He sometimes concludes these tweets by writing Make today a great day.,He,sometimes,['concludes']
This product represents over thirty percent of the credit derivatives market.,product,thirty,['represents']
Later a child was born to Philip and Valentina Mattia.,Later,,"['born', 'to']"
They told of the travelings of the colonists and their ultimate deaths.,They,colonists,"['told', 'of']"
The show focused mostly on business documentaries but also aired businessrelated news pieces.,show,businessrelated,['focused']
Ive never been to Japan.,I,Japan,"['been', 'to']"
He is married to Frances Belzberg.,He,Frances,"['is', 'married']"
Many cottage industries produce a range of decorative shell items.,Many,cottage,['produce']
I want to live again.,I,,['want']
The accident was initially caused by an oversaturated track.,accident,oversaturated,"['caused', 'by']"
Before that Jimmy is an attorney working as a loan officer.,Jimmy,loan,['is']
He taught himself the Basque language.,He,Basque,['taught']
It has been tested for validity.,It,validity,"['tested', 'for']"
This is a toilet sewer drain pipe.,This,,['is']
A man is selling items on a street.,man,street,['selling']
In addition the rapid development of housing took priority over preservation of old buildings.,rapid,,['took']
The species T trigadons snout is also very long but can be ventrally curved.,species,,['is']
A girl in a red shirt is rock climbing.,girl,red,['is']
They perform both instrumental music and songs in Welsh.,They,instrumental,['perform']
A dark brown dog and a light brown dog in a field stare at each other.,brown,,"['stare', 'at']"
As a youth he earned the Eagle Scout award.,he,Eagle,['earned']
Space ships need a scrubber system to filter carbon dioxide.,Space,ships,['need']
Fall seven times Stand up eight.,,,['Fall']
It lasted for an hour in which the mutineers were completely defeated.,mutineers,which,"['lasted', 'for']"
Brian Tamakis wife Hannah is described as cofounder of the church.,Brian,Tamakis,"['described', 'as']"
Give zero of 6 points to the current textbook.,,current,['Give']
A man jumps into a bed that is set up on a public walkway.,that,public,"['jumps', 'into']"
The album still managed to receive a generally positive reception from critics.,album,positive,['managed']
The union published the Dockers Record as a monthly report of its activities.,union,monthly,['published']
Those books in need of repair were repaired and some were fitted with chains.,some,chains,['repaired']
Sometimes Earth only grazes the Sun during a transit.,Sometimes,,['grazes']
The Town of Riverhead is served primarily by Suffolk County Transit bus routes.,Town,primarily,['served']
It then heads south to finish at Jenolan.,It,south,['heads']
A man wearing urban combat pants is walking down the street carrying a toolbox.,man,urban,"['walking', 'down']"
It looks like these five people outside are fishing.,five,,['looks']
A young man prepares some hamburgers on a grill in the backyard.,young,,['prepares']
After returning to the station Kahn recuperates from her injuries.,Kahn,injuries,"['recuperates', 'from']"
Moreover the car appears at the corner at daylight.,Moreover,,"['appears', 'at']"
She was given an honorary Juris Doctor degree from Central Missouri University.,She,honorary,['given']
In addition to this Panini continued Doctor Who Magazine.,,Doctor,['continued']
This bulbflower naturalizes well in gardens.,bulbflower,well,['naturalizes']
The nearest commuter rail station is Ano Patisia metro station.,nearest,commuter,['is']
There is no single Medication that is a Panacea for all ailments.,single,,['is']
Id like to hear music thats popular from Tricktrick on the Slacker service.,that,Slacker,['like']
The mechanic inspected the car for safety.,mechanic,safety,['inspected']
There are four endings depending on choices made at this point.,,four,['are']
The park offers a playground picnic tables hunting fishing hiking and a boat launch.,park,fishing,['offers']
Medical facilities risk being sued by patients offended by the descriptions.,,Medical,['risk']
The cafe in the basement has stained glass windows.,cafe,stained,['has']
